Attack_Flag,Fwd.Packet.Length.Min,Packet.Length.Variance,Avg.Fwd.Segment.Size,URG.Flag.Count,Active.Std,Down.Up.Ratio,Destination.Port,Idle.Min,Avg.Bwd.Segment.Size,Bwd.IAT.Total,Init_Win_bytes_backward,PSH.Flag.Count,Bwd.IAT.Max
0,0,266299.5769,74,0,0,0,443,5326617,778.5,305940,547,1,154202
0,36,76.8,36,0,0,1,53,0,52,48,-1,0,48
0,44,76.8,44,0,0,1,53,0,60,3,-1,0,3
1,0,156.0833333,11.33333333,0,0,1,21,0,12.53333333,9109771,227,1,3179585
0,0,0,0,0,0,1,5998,0,0,0,64165,0,0
0,0,0,0,1,0,1,52162,0,0,0,338,0,0
0,0,23411.33978,27.3125,0,17239.53673,0,80,9999423,53.28571429,111000000,340,1,10100000
1,0,162.36,12.11111111,0,0,1,21,0,12.53333333,9080579,227,1,3080838
0,0,675552.2794,63.625,0,0,1,443,0,664.875,107151,290,1,43761
0,0,0,0,1,0,1,62387,0,0,0,256,0,0
0,0,0,0,0,0,1,443,0,0,0,0,1,0
0,0,0,0,1,0,0,62211,0,0,0,32850,0,0
0,0,0,0,0,0,0,80,0,0,0,-1,0,0
0,0,470.2380952,24.6,0,0,0,443,0,46,0,705,0,0
0,23,0,23,0,0,1,53,0,23,2,-1,0,2
0,37,0,37,1,0,0,443,0,0,0,-1,0,0
0,0,799354.9335,546.6,0,0,1,443,10000000,695.5,14900000,77,1,10000000
0,0,115341.5929,358.5087719,0,3647819.927,0,80,5584137,161.1111111,115000000,8192,1,10000000
0,56,1306.8,56,0,0,1,53,0,122,4,-1,0,4
0,0,105224.0129,27.5625,0,46306.66796,0,80,9997558,126.3571429,110000000,946,1,10000000
0,0,387695.978,45.75,0,0,0,443,0,742,67501,119,1,41059
0,0,24268.21818,99.83333333,0,0,0,443,5280145,38,237490,237,1,139199
0,0,9473.343678,24.4375,0,25841.00245,0,80,9950661,29.84615385,110000000,256,1,10000000
0,0,23914.78521,56.1,0,23962.98548,0,443,10100000,57.29411765,113000000,31,1,10200000
0,0,1029346.174,49.63157895,0,0,1,443,0,1606.054054,135797,972,1,51691
0,30,9398.7,30,0,0,1,53,0,207,2,-1,0,2
0,77,2017.2,77,0,0,1,53,0,159,4,-1,0,4
0,38,800.3333333,38,0,0,1,53,0,87,0,-1,0,0
0,0,0,0,1,0,1,54654,0,0,0,256,0,0
0,39,85.33333333,39,0,0,1,53,0,55,0,-1,0,0
0,0,699643.6923,43.125,0,0,0,443,5249966,823,106968,123,1,54983
0,41,4915.2,41,0,0,1,53,0,169,4,-1,0,4
0,0,0,0,1,0,1,54840,0,0,0,254,0,0
0,44,2116.8,44,0,0,1,53,0,128,47,-1,0,47
0,40,76.8,40,0,0,1,53,0,56,3,-1,0,3
0,0,456.3333333,18.5,0,0,0,53962,0,0,0,0,0,0
0,31,3060.3,31,0,0,1,53,0,132,3,-1,0,3
0,0,44548.16667,129.25,0,0,0,443,0,0,0,42408,1,0
0,32,1687.5,32,0,0,1,53,0,107,15,-1,0,15
0,41,1680.333333,41,0,0,1,53,0,112,0,-1,0,0
0,49,76.8,49,0,0,1,53,0,65,4,-1,0,4
0,45,694.2857143,45,0,0,0,53,0,99,4,-1,0,4
0,45,1037.142857,45,0,0,0,53,0,111,3,-1,0,3
0,40,2822.7,40,0,0,1,53,0,137,48,-1,0,48
0,0,107361.3561,239.8571429,0,0,0,443,0,38,87621,946,1,63571
0,37,0,37,1,0,0,443,0,0,0,-1,0,0
0,0,1201749.05,22.24324324,0,115076.6789,1,443,58500000,1583.8125,118000000,32,1,58700000
0,52,2352,52,0,0,1,53,0,136,0,-1,0,0
0,44,341.3333333,44,0,0,1,53,0,76,0,-1,0,0
0,30,12484.8,30,0,0,1,53,0,234,4,-1,0,4
0,29,1375.238095,29,0,0,0,53,0,105,4,-1,0,4
0,40,4915.2,40,0,0,1,53,0,168,11,-1,0,11
0,0,0,0,0,0,1,443,0,0,2656787,106,1,2656787
0,45,60.95238095,45,0,0,0,53,0,61,4,-1,0,4
0,0,429666.7833,219.1428571,0,0,1,443,0,742,328535,63,1,113000
0,28,275.2380952,28,0,0,0,53,0,62,3,-1,0,3
0,0,791892.6353,75.38461538,0,0,1,443,0,1171.615385,86225,985,1,53031
0,48,0,48,0,0,1,123,0,48,0,-1,0,0
0,36,1598.7,36,0,0,1,53,0,109,4,-1,0,4
0,30,3121.2,30,0,0,1,53,0,132,48,-1,0,48
0,37,307.2,37,0,0,1,53,0,69,3,-1,0,3
0,44,9747,44,0,0,1,53,0,215,0,-1,0,0
0,0,361,12.66666667,0,0,0,55915,0,0,0,-1,0,0
0,0,85895.824,109.2083333,0,823527.7959,0,80,9929023,251.3684211,113000000,298,1,10000000
0,42,1555.2,42,0,0,1,53,0,114,1,-1,0,1
0,0,0,0,1,0,1,7037,0,0,0,255,0,0
0,0,261648.7661,59,0,0,0,443,5417855,638.5,320324,8688,1,109853
0,54,1323,54,0,0,1,53,0,117,0,-1,0,0
0,34,1346.7,34,0,0,1,53,0,101,48,-1,0,48
0,0,0,0,0,0,0,443,0,0,0,-1,0,0
0,55,76.8,55,0,0,1,53,0,71,4,-1,0,4
1,0,0,0,1,0,1,22,0,0,0,247,0,0
0,30,2323.2,30,0,0,1,53,0,118,3,-1,0,3
0,0,248358.9587,66.15789474,0,1157050.826,0,80,9999838,331.1875,114000000,1006,1,10000000
0,54,972,54,0,0,1,53,0,108,0,-1,0,0
0,48,0,48,0,0,1,123,0,48,0,-1,0,0
0,0,61656.27586,71.5,0,71104.16647,0,80,10000000,59.69230769,113000000,1024,1,10200000
0,32,1080,32,0,0,1,53,0,92,4,-1,0,4
0,0,151962.9697,48,0,970033.4979,0,80,9999457,221.6875,114000000,972,1,10100000
0,0,360964.6947,37.39130435,0,16270.97064,1,443,9997255,500.3478261,111000000,126,1,10000000
0,0,0,0,0,0,1,443,0,0,0,0,1,0
0,47,76.8,47,0,0,1,53,0,63,49,-1,0,49
0,0,287661.978,46.75,0,0,0,443,0,610.8,179357,110,1,91634
0,0,74012.82051,198.55,0,354914.4913,0,80,5582802,85.68421053,115000000,191,0,10100000
0,48,0,48,0,0,1,123,0,48,0,-1,0,0
0,69,15052.8,69,0,0,1,53,0,293,4,-1,0,4
0,44,907.5,44,0,0,1,53,0,99,48,-1,0,48
0,38,1190.7,38,0,0,1,53,0,101,3,-1,0,3
0,0,0,0,1,0,4,445,0,0,98,0,0,97
0,0,0,0,0,0,0,80,0,0,0,42780,1,0
0,77,1452,77,0,0,1,53,0,143,0,-1,0,0
0,33,4915.2,33,0,0,1,53,0,161,48,-1,0,48
0,0,1523819.224,31.79411765,0,0,1,443,10000000,2068.862222,13200000,29,1,10000000
0,0,0,0,1,0,1,443,0,0,0,33,0,0
0,40,2167.5,40,0,0,1,53,0,125,4,-1,0,4
0,0,5996.488889,51.5,0,0,0,443,0,45.66666667,113277,30,1,72155
0,64,936.3333333,64,0,0,1,53,0,117,0,-1,0,0
0,0,0,0,1,0,1,55502,0,0,0,16351,0,0
0,0,0,0,0,0,0,443,0,0,0,-1,0,0
0,0,1227450.411,26.4135514,0,0,1,443,59000000,1853.798464,63000000,2052,1,59000000
0,0,0,0,1,0,0,50928,0,0,0,65535,0,0
0,0,0,0,0,0,0,443,0,0,0,-1,0,0
0,0,192.2,10.33333333,0,0,0,57929,0,0,0,0,0,0
0,0,0,0,0,0,0,443,0,0,0,119,0,0
0,38,76.8,38,0,0,1,53,0,54,50,-1,0,50
0,30,3121.2,30,0,0,1,53,0,132,49,-1,0,49
0,0,0,0,0,0,0,52920,0,0,0,-1,0,0
1,0,65.33333333,7,0,0,0,21,0,0,0,-1,0,0
0,60,482.8,61,0,0,1,53,67200000,94,67200000,-1,0,67200000
0,0,0,0,1,0,1,43430,0,0,0,305,0,0
0,37,480,37,0,0,1,53,0,77,48,-1,0,48
0,0,0,0,0,0,0,80,0,0,0,-1,0,0
0,54,1200,54,0,0,1,53,0,114,0,-1,0,0
0,0,37411.41071,144,0,0,1,80,0,100.75,29823,4812,1,28909
0,0,210485.8947,49.9,0,0,0,443,0,469,97137,351,1,56380
0,29,874.8,29,0,0,1,53,0,83,48,-1,0,48
0,0,1434234.662,16.42857143,0,0,1,80,0,1825.363636,5208767,60,1,4759290
0,62,85.33333333,62,0,0,1,53,0,78,0,-1,0,0
0,0,0,0,1,0,1,50330,0,0,0,255,0,0
0,207,580.8,207,0,0,1,389,0,163,49,-1,0,49
0,44,936.3333333,44,0,0,1,53,0,97,0,-1,0,0
0,0,34879.25455,14.4,0,0,1,80,0,125.6,5100736,227,1,5004735
0,43,1633.333333,43,0,0,1,53,0,113,0,-1,0,0
0,0,0,0,1,0,1,80,0,0,0,119,0,0
0,38,24883.2,38,0,0,1,53,0,326,1,-1,0,1
0,43,811.2,43,0,0,1,53,0,95,49,-1,0,49
0,56,1365.333333,56,0,0,1,53,0,120,0,-1,0,0
0,0,0,0,0,0,0,80,0,0,0,29200,1,0
0,0,0,0,0,0,0,80,0,0,0,-1,0,0
0,0,0,0,0,0,0,53606,0,0,0,-1,0,0
0,0,187648.4727,197.5,0,0,0,80,0,516.5,5921271,11,1,4999255
0,32,662.7,32,0,0,1,53,0,79,49,-1,0,49
0,0,320.3333333,15.5,0,0,0,56462,0,0,0,-1,0,0
0,36,3434.7,36,0,0,1,53,0,143,48,-1,0,48
0,0,108467.4989,73.14285714,0,0,1,443,6011402,262,6299382,70,1,6020006
0,28,1920,28,0,0,1,53,0,108,4,-1,0,4
0,0,0,0,0,0,0,9846,0,0,0,-1,0,0
0,0,431152.924,386.25,0,0,1,443,9999042,583.2,10100000,35040,1,9999082
1,0,6564841.515,44.71428571,0,0,0,80,98000000,2898.75,34954,235,0,24768
0,0,291573.859,53.71428571,0,0,0,443,0,701.6,177824,60,1,171762
0,0,240.25,10.33333333,0,0,0,53219,0,0,0,-1,0,0
1,0,4424176.124,34.11111111,0,0,0,80,68200000,2319,150637,235,0,136235
0,50,3653.3,64.5,0,0,1,53,19800000,177.5,19900000,-1,0,19900000
0,6,0,6,1,0,1,49473,0,6,0,253,0,0
1,0,0,0,0,0,0,80,0,0,0,-1,0,0
0,48,0,48,0,0,1,123,0,48,3,-1,0,3
0,30,3121.2,30,0,0,1,53,0,132,48,-1,0,48
1,0,0,0,0,0,0,80,0,0,0,-1,0,0
0,0,36451.30323,51.125,0,87665.74569,0,80,9800594,62.57142857,111000000,8760,1,10100000
0,6,23941.33333,140,0,0,0,57860,0,6,0,0,0,0
0,0,0,0,0,0,2,58856,0,0,1,274,0,1
0,31,3370.8,31,0,0,1,53,0,137,4,-1,0,4
0,33,974.7,33,0,0,1,53,0,90,3,-1,0,3
0,6,0,6,0,0,0,18436,0,0,0,-1,0,0
1,0,0,0,0,0,0,80,0,0,0,-1,1,0
0,0,0,0,1,0,1,57882,0,0,0,296,0,0
1,0,3555619.067,125.6666667,0,0,2,80,0,1932.5,190414,235,1,173145
0,0,241115.8667,48.75,0,0,0,443,5385204,531.7142857,147674,119,1,71777
0,0,10.8,4,0,0,0,80,0,0,0,26883,1,0
0,36,76.8,36,0,0,1,53,0,52,3,-1,0,3
0,0,102239.4756,86.25,0,0,1,465,0,190.5833333,1755038,351,1,837065
1,8,19.2,8,0,0,1,80,119000000,0,119000000,235,0,119000000
0,0,0,0,0,0,0,80,0,0,0,65535,1,0
1,0,4068830.989,43.875,0,0,0,80,98600000,2319,68433,235,0,56174
1,0,6551225.636,72.6,0,0,1,80,85900000,1932.5,86100000,235,0,85900000
0,31,185.6111111,33.5,0,0,1,53,52500000,57.5,52500000,-1,0,52500000
0,6,0,6,1,0,1,49705,0,6,0,253,0,0
0,0,432888.8095,961.4193548,0,0,0,443,0,18.92592593,729355,348,1,259569
0,0,9707.541772,50.7755102,0,0,0,139,0,106.2666667,69265,269,1,43795
0,29,76.8,29,0,0,1,53,0,45,3,-1,0,3
1,8,19.2,8,0,0,1,80,105000000,0,105000000,235,0,105000000
0,0,320.3333333,15.5,0,0,0,443,0,0,0,-1,0,0
0,35,548.5714286,35,0,0,0,53,0,83,3,-1,0,3
1,0,0,0,0,0,0,80,0,0,0,-1,0,0
0,0,79845.22857,148.4285714,0,0,0,443,0,332.1666667,4546182,66,1,3865188
1,0,2631137.552,34.77777778,0,0,0,80,98300000,2319,43462,235,0,31074
0,37,76.8,37,0,0,1,53,0,53,3,-1,0,3
1,0,0,0,0,0,0,80,0,0,0,-1,0,0
1,0,2244175.397,61.5,0,0,1,80,100000000,1932.5,148426,235,0,133200
0,0,320.3333333,15.5,0,0,0,51730,0,0,0,-1,0,0
0,6,0,6,1,0,1,51685,0,6,0,16620,0,0
0,53,1200,53,0,0,1,53,0,113,0,-1,0,0
0,36,2539.2,36,0,0,1,53,0,128,47,-1,0,47
1,0,2946875.192,54.83333333,0,0,1,80,98300000,1932.5,13303,235,0,10857
1,0,1806424.335,71.6,0,0,1,80,84400000,1449.375,84500000,235,0,84400000
0,6,0,6,0,0,0,80,0,0,0,-1,0,0
1,6,7.2,6,0,0,0,80,0,0,0,235,0,0
0,0,370565.5132,58.33333333,0,0,0,443,0,864.0833333,321537,32,1,262597
1,0,56.33333333,6.5,0,0,0,80,0,0,0,235,0,0
1,0,0,0,0,0,0,80,0,0,0,-1,0,0
1,0,0,0,0,0,0,80,0,0,0,-1,0,0
0,64,936.3333333,64,0,0,1,53,0,117,0,-1,0,0
0,6,0,6,0,0,0,53948,0,0,0,-1,0,0
1,0,0,0,0,0,0,80,0,0,0,-1,0,0
0,0,258693.4107,146.6666667,0,0,1,80,0,475.25,374681,4814,1,187897
0,6,0,6,0,0,0,443,0,0,0,-1,0,0
1,0,2594021.244,64.2,0,0,1,80,85200000,1656.428571,85400000,235,0,85300000
0,33,780.3,33,0,0,1,53,0,84,48,-1,0,48
1,0,2627879.552,44.75,0,0,0,80,101000000,1932.5,78304,235,0,67090
1,0,2781643.451,44.14285714,0,0,0,80,98300000,1932.5,28532,235,0,17226
1,0,2923411.4,44.25,0,0,0,80,98700000,1932.5,56784,235,0,45333
1,0,1804143.016,77.6,0,0,1,80,84800000,1449.375,85000000,235,0,84800000
0,50,0,50,0,0,0,137,0,0,0,-1,0,0
0,42,456.3,42,0,0,1,53,0,81,4,-1,0,4
1,0,0,0,0,0,0,80,0,0,0,-1,0,0
0,82,307.2,82,0,0,1,53,0,114,4,-1,0,4
0,0,0,0,1,0,1,42182,0,0,0,237,0,0
0,0,11200000,1932.5,0,0,0,50492,0,177,986,229,1,986
1,0,5021472.6,41.625,0,0,0,80,100000000,1932.5,145551,235,0,134230
1,0,5675839.824,44.875,0,0,0,80,85300000,2319,102649,235,0,87385
0,41,1633.333333,41,0,0,1,53,0,111,0,-1,0,0
0,47,6926.8,48,0,0,1,53,0,184,241760,-1,0,241760
1,0,2780918.841,49.71428571,0,0,0,80,83200000,1932.5,175444,235,0,172745
0,50,85.33333333,50,0,0,1,53,0,66,0,-1,0,0
1,0,9547617.451,39,0,0,0,80,85300000,2898.75,162474,235,0,150525
1,0,0,0,0,0,0,80,0,0,0,-1,0,0
0,51,6256.333333,51,0,0,1,53,0,188,0,-1,0,0
0,34,974.7,34,0,0,1,53,0,91,182,-1,0,182
1,0,2593703.981,97.42857143,0,0,1,80,84800000,1656.428571,357586,235,0,220045
0,51,1240.333333,51,0,0,1,53,0,112,0,-1,0,0
0,6,0,6,0,0,0,80,0,0,0,-1,0,0
1,0,2028319.21,46.375,0,0,0,80,84400000,1932.5,148561,235,0,136279
0,6,23941.33333,140,0,0,0,54833,0,6,0,0,0,0
1,0,0,0,0,0,0,80,0,0,0,-1,0,0
0,6,0,6,0,0,0,80,0,0,0,-1,0,0
0,39,1153.2,39,0,0,1,53,0,101,48,-1,0,48
0,43,1044.3,43,0,0,1,53,0,102,4,-1,0,4
1,0,0,0,0,0,0,80,0,0,0,-1,0,0
0,41,662.7,41,0,0,1,53,0,88,48,-1,0,48
1,0,1227230.933,80.2,0,0,0,80,5886147,881.25,10900000,235,1,5886147
0,6,0,6,0,0,0,50445,0,0,0,-1,0,0
0,53,4256.333333,53,0,0,1,53,0,166,0,-1,0,0
0,0,165472.489,222.2857143,0,0,0,443,0,226.5,1996747,8,1,1990991
0,52,410.7,52,0,0,1,389,0,89,3,-1,0,3
1,0,2130245.604,54.83333333,0,0,1,80,101000000,1656.428571,56950,235,0,45539
0,33,325.952381,33,0,0,0,53,0,70,3,-1,0,3
0,34,974.7,34,0,0,1,53,0,91,3,-1,0,3
0,0,0,0,0,102.2976051,0,80,10200000,0,61400000,302,0,10200000
0,0,352139.587,64.65217391,0,16886.95582,0,443,5010290,504.3636364,111000000,1041,1,10000000
0,6,0,6,0,0,0,45040,0,0,0,-1,0,0
1,0,0,0,0,0,0,80,0,0,0,-1,0,0
1,6,9,6,0,0,0,80,0,0,0,235,0,0
0,6,0,6,1,0,1,19665,0,6,0,257,0,0
1,0,0,0,0,0,0,80,0,0,0,-1,0,0
0,0,34020.70175,76.18181818,0,0,0,443,0,112.1428571,205078,10163,1,101917
1,0,1856143.196,143.5555556,0,0,0,80,99700000,1932.5,984655,235,0,843056
0,42,456.3,42,0,0,1,53,0,81,48,-1,0,48
0,6,14682.56667,90.25,0,0,0,22540,0,6,0,0,0,0
0,35,691.2,35,0,0,1,53,0,83,3,-1,0,3
0,62,1408.333333,62,0,0,1,53,0,127,0,-1,0,0
0,0,520.9821429,24.6,0,0,0,443,0,23,4912034,126,0,4912034
1,0,0,0,0,0,0,80,0,0,0,-1,0,0
0,0,291573.859,53.71428571,0,0,0,443,0,701.6,189901,60,1,177262
0,36,307.2,36,0,0,1,53,0,68,48,-1,0,48
0,0,190.5525253,10.84210526,0,0,1,21,0,19.2,160553,229,1,81472
0,36,76.8,36,0,0,1,53,0,52,1,-1,0,1
1,0,2128301.516,65.83333333,0,0,1,80,85700000,1656.428571,85900000,235,0,85700000
1,0,0,0,0,0,0,80,0,0,0,-1,0,0
1,0,0,0,0,0,0,80,0,0,0,-1,0,0
0,6,355.952381,27,0,0,0,443,0,46,0,351,0,0
1,0,2626574.352,47.375,0,0,0,80,99300000,1932.5,144587,235,0,133368
1,0,2125462.835,72.5,0,0,1,80,98300000,1656.428571,98300000,235,0,98300000
0,33,410.7,33,0,0,1,53,0,70,4,-1,0,4
0,0,236815.1014,104.7272727,0,0,1,443,9959989,394.6666667,21200000,5532,1,10200000
0,47,2270.7,47,0,0,1,53,0,134,3,-1,0,3
0,0,0,0,1,0,1,443,0,0,0,68,0,0
0,0,0,0,0,140.5633471,1,80,10000000,0,119000000,62,0,10000000
1,0,2777473.209,57.16666667,0,0,1,80,98700000,1656.428571,98700000,235,0,98700000
0,6,0,6,0,0,1,56734,0,6,0,63504,0,0
1,0,2622206.352,53.71428571,0,0,1,80,99300000,1656.428571,8604,235,0,7989
0,6,552.25,21.66666667,0,0,0,443,0,0,0,-1,0,0
1,0,3425635.632,56,0,0,1,80,98400000,1656.428571,98400000,235,0,98400000
1,0,2943723.692,60.33333333,0,0,1,80,100000000,1932.5,166435,235,0,156141
0,34,1642.8,34,0,0,1,53,0,108,50,-1,0,50
0,0,109604.4645,27.125,0,80469.12414,0,80,10000000,129,115000000,939,1,10500000
1,0,1564153.765,62,0,0,0,80,98300000,1932.5,357440,235,0,222072
1,0,0,0,0,0,0,80,0,0,0,-1,0,0
0,0,10.8,4,0,0,0,80,0,0,0,65535,1,0
0,0,470.2333333,24.14285714,0,0,0,443,59000000,46,59000000,165,0,59000000
0,36,1116.3,36,0,0,1,53,0,97,3,-1,0,3
0,6,407.2727273,26,0,11011.0668,0,443,58000000,36,117000000,732,0,59200000
0,0,0,0,0,0,1,53079,0,0,0,65535,0,0
0,0,0,0,0,0,1,80,0,0,0,283,0,0
0,47,1387.2,47,0,0,1,53,0,115,47,-1,0,47
0,50,71.11111111,50,0,0,1,53,0,66,215,-1,0,163
1,0,7306307.187,44.125,0,0,0,80,84800000,2319,1563,235,0,888
0,6,208.3333333,18.5,0,0,0,17811,0,0,0,-1,0,0
0,35,76.8,35,0,0,1,53,0,51,49,-1,0,49
0,0,511817.9643,80.78571429,0,0,1,80,0,1376,180149,1024,1,89734
0,62,261.3333333,62,0,0,1,53,0,90,0,-1,0,0
0,0,1242106.971,17.125,0,15437.53052,1,80,9993481,1237.193548,110000000,946,1,10000000
1,0,0,0,0,0,0,80,0,0,0,-1,0,0
0,250,417720,250,0,0,1,88,0,1430,48,-1,0,48
0,49,5461.333333,49,0,0,1,53,0,177,0,-1,0,0
1,0,2630821.156,113,0,0,2,80,0,1932.5,56443,235,1,45184
1,0,3986389.756,75.4,0,0,1,80,85400000,1656.428571,85600000,235,0,85400000
1,0,2358784.447,89.5,0,0,1,80,97800000,1656.428571,148838,235,0,137303
0,0,215863.2904,62.23076923,0,268363.8937,0,443,5063419,458.9444444,111000000,383,1,10100000
1,0,0,0,0,0,0,80,0,0,0,-1,0,0
1,0,3049478.563,35.77777778,0,0,0,80,84800000,1932.5,4559,235,0,4133
0,34,307.2,34,0,0,1,53,0,66,4,-1,0,4
0,42,456.3,42,0,0,1,53,0,81,3,-1,0,3
0,6,0,6,1,0,1,59401,0,6,0,16069,0,0
0,48,1200,48,0,0,1,53,0,108,0,-1,0,0
1,0,2590513.897,62.33333333,0,0,1,80,84100000,1932.5,146544,235,0,133144
1,0,2240417.436,78.4,0,0,1,80,98900000,1656.428571,98900000,235,0,98900000
0,39,842.7,39,0,0,1,53,0,92,3,-1,0,3
0,6,0,6,0,0,0,80,0,0,0,-1,0,0
0,0,0,0,1,0,1,35016,0,0,0,229,0,0
1,0,0,0,0,0,0,80,0,0,0,-1,0,0
0,6,125,14.33333333,0,0,0,60352,0,6,0,0,0,0
0,30,3121.2,30,0,0,1,53,0,132,48,-1,0,48
0,48,3008.333333,48,0,0,1,53,0,143,0,-1,0,0
0,6,0,6,0,0,0,443,0,0,0,-1,0,0
0,62,0,62,0,0,0,137,0,0,0,-1,0,0
0,33,7680,33,0,0,1,53,0,193,4,-1,0,4
0,37,3370.8,37,0,0,1,53,0,143,3,-1,0,3
0,37,811.2,37,0,0,1,53,0,89,1,-1,0,1
1,0,4952638.678,120.6666667,0,0,2,80,0,1932.5,165498,235,1,152118
0,50,0,50,0,0,0,137,0,0,0,-1,0,0
1,0,3509287.174,69.2,0,0,1,80,84700000,1932.5,84800000,235,0,84700000
1,0,1650895.317,46.375,0,0,0,80,85000000,1656.428571,158648,235,0,143162
0,6,0,6,1,0,1,51424,0,6,0,255,0,0
1,0,4141142.963,65.8,0,0,0,80,82500000,2319,408493,235,0,230005
1,0,2941721.769,73.2,0,0,1,80,99000000,1656.428571,99200000,235,0,99000000
1,0,0,0,0,0,0,80,43200000,0,0,-1,0,0
0,0,83972.8,177.3333333,0,0,0,80,0,298,31337,123,1,31337
1,0,7106212.673,70,0,0,1,80,99300000,2319,99400000,235,0,99300000
0,0,0,0,1,0,2,52853,0,0,1,65535,0,1
0,6,0,6,1,0,1,51567,0,6,0,255,0,0
0,0,0,0,1,0,1,55720,0,0,0,299,0,0
0,0,178816.8645,122.8461538,0,22636.50357,1,443,5920722,219.6666667,76100000,167,1,10100000
0,6,0,6,1,0,1,49458,0,6,0,29200,0,0
0,58,12033.33333,58,0,0,1,53,0,248,0,-1,0,0
0,39,3060.3,39,0,0,1,53,0,140,49,-1,0,49
0,38,4538.7,38,0,0,1,53,0,161,48,-1,0,48
0,34,974.7,34,0,0,1,53,0,91,1,-1,0,1
0,58,1541.333333,58,0,0,1,53,0,126,0,-1,0,0
0,0,291573.859,53.71428571,0,0,0,443,0,701.6,90885,60,1,85764
1,0,1653149.667,41.125,0,0,0,80,84800000,1656.428571,157490,235,0,145093
0,35,2539.2,35,0,0,1,53,0,127,48,-1,0,48
0,59,1240.333333,59,0,0,1,53,0,120,0,-1,0,0
0,6,0,6,1,0,0,443,0,0,0,-1,0,0
0,0,470.2380952,24.6,0,0,0,443,5099534,46,0,179,0,0
0,40,901.3333333,40,0,0,1,53,0,92,0,-1,0,0
1,0,2451174.879,72.6,0,0,1,80,84300000,1449.375,84500000,235,0,84300000
0,6,405,27.66666667,0,0,0,54597,0,6,0,0,0,0
0,36,2376.3,36,0,0,1,53,0,125,53,-1,0,53
0,0,389064.9333,57.06666667,0,0,1,443,0,784.0666667,1234803,1013,1,747520
1,0,5.142857143,1,0,0,0,80,16000000,0,0,-1,0,0
0,42,1080,42,0,0,1,53,0,102,4,-1,0,4
0,6,13540.90476,75.6,0,0,0,53404,0,6,0,0,0,0
0,46,341.3333333,46,0,0,1,53,0,78,0,-1,0,0
1,0,6560920.992,49.66666667,0,0,0,80,84200000,2319,152112,235,0,139905
1,0,2770944.863,71.66666667,0,0,1,80,98700000,1656.428571,98700000,235,0,98700000
1,0,2244729.474,60.5,0,0,1,80,98700000,1932.5,138410,235,0,127094
1,0,6109805.929,4.378436273,0,0,0,444,0,3808.378927,119000000,235,0,995262
1,0,2243199.359,72.4,0,0,1,80,100000000,1656.428571,100000000,235,0,100000000
1,0,6177610.205,64.8,0,0,1,80,68400000,1932.5,68600000,235,0,68400000
0,0,827468.7785,44.71428571,0,122267.6175,1,443,5329861,1191.489362,111000000,139,1,10100000
0,0,188168.2273,125.9166667,0,90695.82508,0,443,9960006,265.9,111000000,391,1,10100000
0,6,0,6,1,0,1,18829,0,6,0,256,0,0
1,0,2625498.524,40.625,0,0,0,80,84800000,1932.5,147724,235,0,136321
0,45,4024.2,46,0,0,1,53,9847964,159.5,10000000,-1,0,10000000
0,36,76.8,36,0,0,1,53,0,52,3,-1,0,3
1,0,3228772.238,46.25,0,0,0,80,98400000,1932.5,1993,235,0,1755
1,0,2212034.696,42.25,0,0,0,80,84600000,1656.428571,147608,235,0,133191
0,6,156.25,14.33333333,0,0,0,51152,0,0,0,-1,0,0
0,30,6660.3,30,0,0,1,53,0,179,3,-1,0,3
0,0,188789.4571,78.11111111,0,0,1,443,0,359.0909091,1770400,254,1,483361
0,37,1968.3,37,0,0,1,53,0,118,4,-1,0,4
0,0,456.3333333,18.5,0,0,0,465,0,0,0,-1,0,0
0,0,456.3333333,18.5,0,0,0,49521,0,0,0,-1,0,0
1,0,0,0,0,0,0,80,0,0,0,-1,0,0
0,30,9398.7,30,0,0,1,53,0,207,3,-1,0,3
0,28,76.8,28,0,0,1,53,0,44,4,-1,0,4
0,6,0,6,0,0,0,80,0,0,0,-1,0,0
1,0,8453947.174,68.33333333,0,0,0,80,85300000,2319,148409,235,0,135126
0,23,0,23,0,0,1,53,0,23,1,-1,0,1
1,0,2633113.956,109,0,0,2,80,0,1932.5,157431,235,1,133242
0,6,0,6,0,0,0,55420,0,0,0,-1,0,0
0,0,320.3333333,15.5,0,0,0,443,0,0,0,-1,0,0
0,43,85.33333333,43,0,0,1,53,0,59,0,-1,0,0
1,0,0,0,0,0,0,80,0,0,0,-1,0,0
0,6,0,6,0,0,0,52939,0,0,0,-1,0,0
0,41,2218.8,41,0,0,1,53,0,127,4,-1,0,4
0,46,4915.2,46,0,0,1,53,0,174,49,-1,0,49
